deck,source_path,slide_number,table_id,is_table_metric,raw_name,clean_name,refined_name,refinement_changed,refinement_strategy,refinement_iteration,refinement_context_sample,normalized_name,canonical_name,catalog_metric_id,catalog_metric_slug,normalization_method,normalization_status,name_occurrences,name_quality,cluster_id,cluster_similarity,cluster_unit_conflict,normalization_confidence,extraction_confidence,combined_confidence,validation_status,validation_reasons,review_group_key,review_group_size,unit,metric_type,category,raw_value,normalized_value,raw_context_sample
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,23,,false,ReachH2’24,ReachH2’24,ReachH2’24,false,original,0,,reachh2 24,ReachH2’24,,,cluster,cluster_review,3,0.64,180,1.0,false,0.55,0.88,0.6754,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:180,3,count,count,reach,11.6M,11600000.0,+26% ReachH2’24: 11.6M H1’25: 14.6M +27% LaunchesH2’24: 9.4M H1’25: 12.0M
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,30,,false,Acquired UsersH2’24,Acquired UsersH2’24,Acquired UsersH2’24,false,original,0,,acquired usersh2 24,Acquired UsersH2’24,,,cluster,cluster_review,1,0.48,34,1.0,false,0.55,0.88,0.6754,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:34,1,count,count,other,40.2K,40200.0,+30% Acquired UsersH2’24: 40.2K H1’25: 57.2K H1’25 vs H2’24 Analysis
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,31,,false,More Efficient CPA vs Last Half,More Efficient CPA vs Last Half,More Efficient CPA vs Last Half,false,original,0,,more efficient cpa vs last half,More Efficient CPA vs Last Half,,,cluster,cluster_review,2,0.58,153,1.0,false,0.55,0.8825,0.6764,warn,cluster_requires_review;context_contamination;single_deck_name,cluster:153,2,percent,percentage,cost,22%,22.0,"Cost per Acquired User (CPA): Cost to acquire a net new user 22% More Efficient CPA vs Last Half Disney+ invested $1.8M towards acquisition lines to acquire 40K new users in H2, delivering a $45.44 CPA -22% decrease of $13 vs H1 with help f"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,61,,false,More Efficient CPA vs Last Half,More Efficient CPA vs Last Half,More Efficient CPA vs Last Half,false,original,0,,more efficient cpa vs last half,More Efficient CPA vs Last Half,,,cluster,cluster_review,2,0.58,153,1.0,false,0.55,0.8825,0.6764,warn,cluster_requires_review;context_contamination;single_deck_name,cluster:153,2,percent,percentage,cost,22%,22.0,"Cost per Acquired User (CPA): Cost to acquire a net new user 22% More Efficient CPA vs Last Half Disney+ invested $1.8M towards acquisition lines, acquiring 40K new users with a CPA more efficient vs last half by $13!"
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,74,117977b8-a5ad-5dc6-bb91-0540ddc72a2f,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,3.9M,3900000.0,… [TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience | Spend | Reach UK | 2.0M | 5.9M | 3.9M | $850.5K | 4.2M DE | 1.1M | 3.8M | 2.7M | $561.7K | 2.0M FR | 549.2K | 2.1M | 1.5M | $134.8K | 1.1M IT | 1.0M | 3.9M | 2.9M | $197.7K | 2.2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,74,117977b8-a5ad-5dc6-bb91-0540ddc72a2f,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,2.7M,2700000.0,… [TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience | Spend | Reach UK | 2.0M | 5.9M | 3.9M | $850.5K | 4.2M DE | 1.1M | 3.8M | 2.7M | $561.7K | 2.0M FR | 549.2K | 2.1M | 1.5M | $134.8K | 1.1M IT | 1.0M | 3.9M | 2.9M | $197.7K | 2.2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,74,117977b8-a5ad-5dc6-bb91-0540ddc72a2f,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,1.5M,1500000.0,… [TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience | Spend | Reach UK | 2.0M | 5.9M | 3.9M | $850.5K | 4.2M DE | 1.1M | 3.8M | 2.7M | $561.7K | 2.0M FR | 549.2K | 2.1M | 1.5M | $134.8K | 1.1M IT | 1.0M | 3.9M | 2.9M | $197.7K | 2.2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,74,117977b8-a5ad-5dc6-bb91-0540ddc72a2f,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,2.9M,2900000.0,… [TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience | Spend | Reach UK | 2.0M | 5.9M | 3.9M | $850.5K | 4.2M DE | 1.1M | 3.8M | 2.7M | $561.7K | 2.0M FR | 549.2K | 2.1M | 1.5M | $134.8K | 1.1M IT | 1.0M | 3.9M | 2.9M | $197.7K | 2.2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,74,117977b8-a5ad-5dc6-bb91-0540ddc72a2f,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,3.6M,3600000.0,… [TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience | Spend | Reach UK | 2.0M | 5.9M | 3.9M | $850.5K | 4.2M DE | 1.1M | 3.8M | 2.7M | $561.7K | 2.0M FR | 549.2K | 2.1M | 1.5M | $134.8K | 1.1M IT | 1.0M | 3.9M | 2.9M | $197.7K | 2.2
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,19,1c1e4cd1-2c33-5208-a609-e6356aa3c569,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,3.8M,3800000.0,"[TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience UK | 1.9M | 5.7M | 3.8M DE | 1.1M | 3.7M | 2.6M FR | 533K | 2.0M | 1.5M IT | 928K | 3.8M | 2.9M ES | 1.3M | 4.9M | 3.6M While Disney+ Monthly Active Users are growing, they only repr"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,19,1c1e4cd1-2c33-5208-a609-e6356aa3c569,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,2.6M,2600000.0,"[TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience UK | 1.9M | 5.7M | 3.8M DE | 1.1M | 3.7M | 2.6M FR | 533K | 2.0M | 1.5M IT | 928K | 3.8M | 2.9M ES | 1.3M | 4.9M | 3.6M While Disney+ Monthly Active Users are growing, they only repr"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,19,1c1e4cd1-2c33-5208-a609-e6356aa3c569,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,1.5M,1500000.0,"[TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience UK | 1.9M | 5.7M | 3.8M DE | 1.1M | 3.7M | 2.6M FR | 533K | 2.0M | 1.5M IT | 928K | 3.8M | 2.9M ES | 1.3M | 4.9M | 3.6M While Disney+ Monthly Active Users are growing, they only repr"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,19,1c1e4cd1-2c33-5208-a609-e6356aa3c569,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,2.9M,2900000.0,"[TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience UK | 1.9M | 5.7M | 3.8M DE | 1.1M | 3.7M | 2.6M FR | 533K | 2.0M | 1.5M IT | 928K | 3.8M | 2.9M ES | 1.3M | 4.9M | 3.6M While Disney+ Monthly Active Users are growing, they only repr"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,19,1c1e4cd1-2c33-5208-a609-e6356aa3c569,true,Opportunity Audience,Opportunity Audience,Opportunity Audience,false,original,0,,opportunity audience,Opportunity Audience,,,cluster,cluster_review,10,0.64,163,1.0,false,0.55,0.8875,0.6783,warn,cluster_requires_review;context_contamination,cluster:163,10,count,count,other,3.6M,3600000.0,"[TABLE] Market | D+ MAUs | LG MAUs | Opportunity Audience UK | 1.9M | 5.7M | 3.8M DE | 1.1M | 3.7M | 2.6M FR | 533K | 2.0M | 1.5M IT | 928K | 3.8M | 2.9M ES | 1.3M | 4.9M | 3.6M While Disney+ Monthly Active Users are growing, they only repr"
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,23,,false,LaunchesH1’25,LaunchesH1’25,LaunchesH1’25,false,original,0,,launchesh1 25,LaunchesH1’25,,,cluster,cluster_review,1,0.48,143,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:143,1,count,count,performance,12.0M,12000000.0,+78% LaunchesH1’25: 12.0M H2’25: 21.2M +18% ReachH1’25: 14.6M H2’25: 17.3M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,23,,false,Proxy ConversionsH1’25,Proxy ConversionsH1’25,Proxy ConversionsH1’25,false,original,0,,proxy conversionsh1 25,Proxy ConversionsH1’25,,,cluster,cluster_review,1,0.48,172,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:172,1,count,count,performance,975.1K,975100.0,+61% Proxy ConversionsH1’25: 975.1K H2’25: 1.6M +18% ReachH1’25: 14.6M H2’25: 17.3M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,23,,false,ReachH1’25,ReachH1’25,ReachH1’25,false,original,0,,reachh1 25,ReachH1’25,,,cluster,cluster_review,1,0.48,178,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:178,1,count,count,reach,14.6M,14600000.0,+18% ReachH1’25: 14.6M H2’25: 17.3M +61% Proxy ConversionsH1’25: 975.1K H2’25: 1.6M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,Average DurationCompanion,Average DurationCompanion,Average DurationCompanion,false,original,0,,average durationcompanion,Average DurationCompanion,,,cluster,cluster_review,1,0.48,41,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:41,1,count,count,engagement,70.68,70.68,-0.5% Average DurationCompanion: 70.68 3D: 71.03 -36% Cost Per Companion: $0.28 3D: $0.43
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,7,,false,Install RateVideo vs. Static Carousel for Disney,Install RateVideo vs. Static Carousel for Disney,Install RateVideo vs. Static Carousel for Disney,false,original,0,,install ratevideo vs static carousel for disney,Install RateVideo vs. Static Carousel for Disney,,,cluster,cluster_review,1,0.4,127,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;context_contamination;single_deck_name;singleton_name,cluster:127,1,ratio,ratio,performance,+2x,2.0,"LG Home Screen Upgrades +2xInstall RateVideo vs. Static Carousel for Disney LG has upgraded the Smart TV interface with the Carousel Home Screen, bringing a fresh interactive dimension to all 2019+ LG TVs Benefits: Video Enabled for both RB"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,23,,false,InstallsH2’24,InstallsH2’24,InstallsH2’24,false,original,0,,installsh2 24,InstallsH2’24,,,cluster,cluster_review,3,0.64,130,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:130,3,count,count,performance,699K,699000.0,+25% InstallsH2’24: 699K H1’25: 876K +26% ReachH2’24: 11.6M H1’25: 14.6M
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,23,,false,LaunchesH2’24,LaunchesH2’24,LaunchesH2’24,false,original,0,,launchesh2 24,LaunchesH2’24,,,cluster,cluster_review,2,0.64,145,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:145,2,count,count,performance,9.4M,9400000.0,+27% LaunchesH2’24: 9.4M H1’25: 12.0M H1’25 vs H2’24 Analysis
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,61,,false,LaunchesH2’24,LaunchesH2’24,LaunchesH2’24,false,original,0,,launchesh2 24,LaunchesH2’24,,,cluster,cluster_review,2,0.64,145,1.0,false,0.55,0.89,0.6792,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:145,2,count,count,performance,32.5M,32500000.0,+30% LaunchesH2’24: 32.5M H1’25: 42.1M H1’25 vs H2’24 Analysis
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,30,5f644168-8ca9-52a8-bf4f-6066bc27102c,true,More efficient CPA vs Static,More efficient CPA vs Static,+76% | Higher Install Rate vs Static,true,context_prev_line,1,+76% | Higher Install Rate vs Static,+76% higher install rate vs static,+76% | Higher Install Rate vs Static,,,cluster,cluster_review,2,0.58,23,1.0,true,0.55,0.895,0.6811,warn,cluster_requires_review;cluster_unit_conflict;context_contamination;single_deck_name,cluster:23,2,ratio,ratio,cost,2x,2.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 4 | Markets that ran Carousel Companion +54% | Higher CTR vs Static +76% | Higher Install Rate vs Static 2x | More efficient CPA vs Static Carousel Video Companion nearly doubled CTR and d
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,30,,false,Engaged UsersH2’24,Engaged UsersH2’24,Engaged UsersH2’24,false,original,0,,engaged usersh2 24,Engaged UsersH2’24,,,cluster,cluster_review,2,0.58,100,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name,cluster:100,2,count,count,engagement,46.6K,46600.0,+23% Engaged UsersH2’24: 46.6K H1’25: 70.0K +30% Acquired UsersH2’24: 40.2K H1’25: 57.2K
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,30,,false,InstallsH2’24,InstallsH2’24,InstallsH2’24,false,original,0,,installsh2 24,InstallsH2’24,,,cluster,cluster_review,3,0.64,130,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:130,3,count,count,performance,263.5K,263500.0,+26% InstallsH2’24: 263.5K H1’25: 332.5K +16% ReachH2’24: 11.75M H1’25: 13.65M
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,30,,false,ReachH2’24,ReachH2’24,ReachH2’24,false,original,0,,reachh2 24,ReachH2’24,,,cluster,cluster_review,3,0.64,180,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:180,3,count,count,reach,11.75M,11750000.0,+16% ReachH2’24: 11.75M H1’25: 13.65M +23% Engaged UsersH2’24: 46.6K H1’25: 70.0K
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,61,,false,Engaged UsersH2’24,Engaged UsersH2’24,Engaged UsersH2’24,false,original,0,,engaged usersh2 24,Engaged UsersH2’24,,,cluster,cluster_review,2,0.58,100,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name,cluster:100,2,count,count,engagement,46.6K,46600.0,+23% Engaged UsersH2’24: 46.6K H1’25: 70.0K +26% InstallsH2’24: 263.5K H1’25: 332.5K
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,61,,false,InstallsH2’24,InstallsH2’24,InstallsH2’24,false,original,0,,installsh2 24,InstallsH2’24,,,cluster,cluster_review,3,0.64,130,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:130,3,count,count,performance,263.5K,263500.0,+26% InstallsH2’24: 263.5K H1’25: 332.5K +16% ReachH2’24: 11.75M H1’25: 13.65M
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,61,,false,ReachH2’24,ReachH2’24,ReachH2’24,false,original,0,,reachh2 24,ReachH2’24,,,cluster,cluster_review,3,0.64,180,1.0,false,0.55,0.915,0.6887,warn,camel_glued_name;cluster_requires_review;missing_metric_hint,cluster:180,3,count,count,reach,11.75M,11750000.0,+16% ReachH2’24: 11.75M H1’25: 13.65M +30% LaunchesH2’24: 32.5M H1’25: 42.1M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,Average DurationCountdown,Average DurationCountdown,Average DurationCountdown,false,original,0,,average durationcountdown,Average DurationCountdown,,,cluster,cluster_review,1,0.48,43,1.0,false,0.55,0.9175,0.6897,warn,camel_glued_name;cluster_requires_review;missing_metric_hint;single_deck_name;singleton_name,cluster:43,1,time,time,engagement,68.56 Min,68.56,+2% Average DurationCountdown : 68.56 Min BAU: 67.54 Min
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,63,1dce5537-363e-53cd-ad74-1ae687e91f37,true,Higher Launch Rate vs Static,Higher Launch Rate vs Static,+103% | Higher Launch Rate vs Static,true,context_kpi_line,1,+103% | Higher Launch Rate vs Static,+103% higher launch rate vs static,+103% | Higher Launch Rate vs Static,,,cluster,cluster_review,2,0.58,20,1.0,true,0.55,0.925,0.6925,warn,cluster_requires_review;cluster_unit_conflict;context_contamination;single_deck_name,cluster:20,2,percent,percentage,performance,+103%,103.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 13x | Markets that ran Carousel Companion +59% | Higher CTR vs Static +103% | Higher Launch Rate vs Static 2.5x | More efficient Cost Pers vs Static
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,63,1dce5537-363e-53cd-ad74-1ae687e91f37,true,Higher CTR vs Static,Higher CTR vs Static,Higher CTR vs Static,false,original,0,,higher ctr vs static,Higher CTR vs Static,,,cluster,cluster_review,2,0.64,119,1.0,false,0.55,0.925,0.6925,warn,cluster_requires_review;context_contamination,cluster:119,2,percent,percentage,other,+59%,59.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 13x | Markets that ran Carousel Companion +59% | Higher CTR vs Static +103% | Higher Launch Rate vs Static 2.5x | More efficient Cost Pers vs Static
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,30,5f644168-8ca9-52a8-bf4f-6066bc27102c,true,Higher Install Rate vs Static,Higher Install Rate vs Static,+76% | Higher Install Rate vs Static,true,context_kpi_line,1,+76% | Higher Install Rate vs Static,+76% higher install rate vs static,+76% | Higher Install Rate vs Static,,,cluster,cluster_review,2,0.58,23,1.0,true,0.55,0.925,0.6925,warn,cluster_requires_review;cluster_unit_conflict;context_contamination;single_deck_name,cluster:23,2,percent,percentage,performance,+76%,76.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 4 | Markets that ran Carousel Companion +54% | Higher CTR vs Static +76% | Higher Install Rate vs Static 2x | More efficient CPA vs Static Carousel Video Companion nearly doubled CTR and d
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,30,5f644168-8ca9-52a8-bf4f-6066bc27102c,true,Higher CTR vs Static,Higher CTR vs Static,Higher CTR vs Static,false,original,0,,higher ctr vs static,Higher CTR vs Static,,,cluster,cluster_review,2,0.64,119,1.0,false,0.55,0.925,0.6925,warn,cluster_requires_review;context_contamination,cluster:119,2,percent,percentage,other,+54%,54.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 4 | Markets that ran Carousel Companion +54% | Higher CTR vs Static +76% | Higher Install Rate vs Static 2x | More efficient CPA vs Static Carousel Video Companion nearly doubled CTR and d
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,BAU,BAU,Launch RateCountdown,true,context_inline_label,1,Launch RateCountdown: 14.70%,launch ratecountdown,Launch RateCountdown,,,cluster,cluster_review,6,0.64,142,1.0,true,0.55,0.9275,0.6935,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:142,6,percent,percentage,other,0.17%,0.17,+18% CTRCountdown: 0.20% BAU: 0.17% +4% Launch RateCountdown: 14.70% BAU: 14.17%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,BAU,BAU,Launch RateCountdown,true,context_prev_line,1,Launch RateCountdown: 14.70%,launch ratecountdown,Launch RateCountdown,,,cluster,cluster_review,6,0.64,142,1.0,true,0.55,0.9275,0.6935,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:142,6,percent,percentage,other,14.17%,14.17,+4% Launch RateCountdown: 14.70% BAU: 14.17% +18% CTRCountdown: 0.20% BAU: 0.17%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,BAU,BAU,Launch RateCountdown,true,context_inline_label,1,Launch RateCountdown: 14.70%,launch ratecountdown,Launch RateCountdown,,,cluster,cluster_review,6,0.64,142,1.0,true,0.55,0.9275,0.6935,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:142,6,currency,currency,other,$0.66,0.66,= Cost pers Countdown: $0.66 BAU: $0.66 +4% Launch RateCountdown: 14.70% BAU: 14.17%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,BAU,BAU,Launch RateCountdown,true,context_inline_label,1,Launch RateCountdown: 14.70%,launch ratecountdown,Launch RateCountdown,,,cluster,cluster_review,6,0.64,142,1.0,true,0.55,0.9275,0.6935,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:142,6,time,time,other,67.54 Min,67.54,+2% Average DurationCountdown : 68.56 Min BAU: 67.54 Min +4% Launch RateCountdown: 14.70% BAU: 14.17%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,56,,false,ROS,ROS,Cost per Acquired User (CPA): Cost to acquire a net new user,true,context_prev_line,1,Cost per Acquired User (CPA): Cost to acquire a net new user,cost per acquired user cpa cost to acquire a net new user,Cost per Acquired User (CPA): Cost to acquire a net new user,,,cluster,cluster_review,9,0.36,73,1.0,true,0.55,0.9275,0.6935,warn,cluster_requires_review;cluster_unit_conflict;name_too_long;too_many_tokens,cluster:73,9,currency,currency,other,$80K,80000.0,Cost per Acquired User (CPA): Cost to acquire a net new user ROS : $80K +$72K Added values in ROS Not Installed
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,3D,3D,Launch RateCompanion,true,context_prev_line,1,Launch RateCompanion: 28.42%,launch ratecompanion,Launch RateCompanion,,,cluster,cluster_review,6,0.64,141,1.0,true,0.55,0.9375,0.6972,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:141,6,percent,percentage,other,18.97%,18.97,"+50% Launch RateCompanion: 28.42% 3D:18.97% Video Companion Carousel delivered higher CTRs, +50% launch rates, and +36% effectiveness, while the 3D Animated Carousel excelled in time spent."
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,3D,3D,Launch RateCompanion,true,context_inline_label,1,Launch RateCompanion: 28.42%,launch ratecompanion,Launch RateCompanion,,,cluster,cluster_review,6,0.64,141,1.0,true,0.55,0.9375,0.6972,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:141,6,currency,currency,other,$0.43,0.43,-36% Cost Per Companion: $0.28 3D: $0.43 +50% Launch RateCompanion: 28.42% 3D:18.97%
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,23,,false,more efficient CPA vs RBs,more efficient CPA vs RBs,more efficient CPA vs RBs,false,original,0,,more efficient cpa vs rbs,More Efficient CPA vs,,,cluster,cluster_review,3,0.58,6,0.9402,true,0.55,0.94,0.6982,warn,cluster_requires_review;cluster_unit_conflict;context_contamination;single_deck_name,cluster:6,9,ratio,ratio,cost,8x,8.0,8x more efficient CPA vs RBs 8x more efficient CPA vs RBs Enhanced Reporting = $7-$12 CPA
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,Launch RateCompanion,Launch RateCompanion,Launch RateCompanion,false,original,0,,launch ratecompanion,Launch RateCompanion,,,cluster,cluster_review,6,0.64,141,1.0,true,0.55,0.955,0.7039,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:141,6,percent,percentage,performance,28.42%,28.42,"+50% Launch RateCompanion: 28.42% 3D:18.97% Video Companion Carousel delivered higher CTRs, +50% launch rates, and +36% effectiveness, while the 3D Animated Carousel excelled in time spent."
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,37,,false,Launch RateCountdown,Launch RateCountdown,Launch RateCountdown,false,original,0,,launch ratecountdown,Launch RateCountdown,,,cluster,cluster_review,6,0.64,142,1.0,true,0.55,0.955,0.7039,warn,camel_glued_name;cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:142,6,percent,percentage,performance,14.70%,14.7,"+4% Launch RateCountdown: 14.70% BAU: 14.17% Countdown Clock placements proved highly engaging in Germany, driving +18% CTR, +4% Launch Rate, and +1 minutes longer duration — reinforcing the power of urgency-driven creative."
