deck,source_path,slide_number,table_id,is_table_metric,raw_name,clean_name,refined_name,refinement_changed,refinement_strategy,refinement_iteration,refinement_context_sample,normalized_name,canonical_name,catalog_metric_id,catalog_metric_slug,normalization_method,normalization_status,name_occurrences,name_quality,cluster_id,cluster_similarity,cluster_unit_conflict,normalization_confidence,extraction_confidence,combined_confidence,validation_status,validation_reasons,review_group_key,review_group_size,unit,metric_type,category,raw_value,normalized_value,raw_context_sample
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,56,,false,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.775,0.8581,pass,,,,count,count,other,+10.8K,10800.0,Cost per Acquired User (CPA): Cost to acquire a net new user +10.8K Acquired Users Qualified Acquisitions
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,33,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.775,0.8581,pass,,,,currency,currency,cost,$9.58,9.58,FY25 H1 CPA - Not Installed ROS $9.58 Qualified Acquisitions
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,35,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.775,0.8581,pass,,,,currency,currency,cost,$5.06,5.06,FY25 H1 CPE: Lapsed ROS $5.06 Qualified Engagements
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,37,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.775,0.8581,pass,,,,currency,currency,cost,$3.66,3.66,FY25 H1 CPE: Intenders ROS $3.66 Potential Scale FY25 Q4: 62M Impressions / $900k
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,32,,false,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.78,0.86,pass,,,,count,count,other,96K,96000.0,LG Ads Recommendation Acquired Users: 96K Total Launches: 13.8M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,45,,false,Acquired User,Acquired User,Acquired User,false,original,0,,acquired user,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,3,0.78,,,false,0.909,0.7825,0.8609,pass,,,,count,count,other,+30 m,30000000.0,Cost per Acquired User (CPA): Cost to acquire a net new user Acquired User: any user that installs and launches Disney+ for a +30 minute session within 7 day attribution window
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,24,,false,Acquired User,Acquired User,Acquired User,false,original,0,,acquired user,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,3,0.78,,,false,0.909,0.7925,0.8647,pass,,,,count,count,other,+30 m,30000000.0,Cost per Acquired User (CPA): Cost to acquire a net new user Acquired User: any user that installs and launches Disney+ for a +30 minute session within 7 day attribution window
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,27,,false,Engaged User,Engaged User,Engaged User,false,original,0,,engaged user,Engagements,,engagements,catalog_alias,catalog_mapped,5,0.78,,,false,0.909,0.7925,0.8647,pass,,,,count,count,engagement,2,2.0,FY25 H1 CPE - Lapsed ROS Engaged User: any user that Launches Disney+ for 2 or more +30 minute session within 7 day attribution window Cost per Engaged User (CPE): Cost to engage a Lapsed user
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,33,,false,Engaged User,Engaged User,Engaged User,false,original,0,,engaged user,Engagements,,engagements,catalog_alias,catalog_mapped,5,0.78,,,false,0.909,0.7925,0.8647,pass,,,,count,count,engagement,2,2.0,2H’24 CPE - Lapsed ROS Engaged User: any user that launches Disney+ for 2 or more +30 minute session within 7 day attribution window Cost per Engaged User (CPE): Cost to engage a Lapsed user
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,33,,false,Acquired User,Acquired User,Acquired User,false,original,0,,acquired user,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,3,0.78,,,false,0.909,0.7925,0.8647,pass,,,,count,count,other,+30 m,30000000.0,Sign-Up + Subscription Proxy Acquired User: any user that installs and launches Disney+ for a +30 minute session within 7 day attribution window
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,35,,false,Engaged User,Engaged User,Engaged User,false,original,0,,engaged user,Engagements,,engagements,catalog_alias,catalog_mapped,5,0.78,,,false,0.909,0.7925,0.8647,pass,,,,count,count,engagement,2,2.0,"FY25 H1 CPE: Lapsed ROS Engaged User: any user that Launches Disney+ for 2 or more +30 minute session within 7 day attribution window Disney increased Lapsed investment by $131K in H1’25 while maintaining an efficient ~$5 CPE, driving 1M ap"
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,70,,false,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.805,0.8695,pass,,,,count,count,engagement,608K,608000.0,Data Updated Engaged Users 608K Launch Rate 15%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,49,,false,Engaged User,Engaged User,Engaged User,false,original,0,,engaged user,Engagements,,engagements,catalog_alias,catalog_mapped,5,0.78,,,false,0.909,0.8175,0.8742,pass,,,,count,count,engagement,2,2.0,FY25 H1 CPE - Lapsed ROS Engaged User: any user that Launches Disney+ for 2 or more +30 minute session within 7 day attribution window Cost per Engaged User (CPE): Cost to engage a Lapsed user
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,52,,false,Engaged User,Engaged User,Engaged User,false,original,0,,engaged user,Engagements,,engagements,catalog_alias,catalog_mapped,5,0.78,,,false,0.909,0.8175,0.8742,pass,,,,count,count,engagement,2,2.0,Cost per Engaged User (CPE): Cost to engage a Lapsed user Engaged User: any user that Launches Disney+ for 2 or more +30 minute session within 7 day attribution window
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,50,,false,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8275,0.878,pass,,,,count,count,engagement,2,2.0,Cost per Engaged User (CPE): Cost paid per engaged user Engaged Users: Any user that has 2 or more qualified sessions (>30 minute per launch session) Half average = $0.62. Qualified Engaged Users
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,48,,false,Engagement,Engagement,Engagement,false,original,0,,engagement,Engagements,,engagements,catalog_alias,catalog_mapped,2,0.78,,,false,0.909,0.845,0.8847,pass,,,,count,count,engagement,24,24.0,Engagement: H1’24 Roadblock Creative Analysis Engagement: H1’24 Roadblock Creative Analysis Creatives highlighting single title and tentpole premieres proved to be more enticing in driving engagement and lowering CPE vs bundle messaging.
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,46,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.785,0.8858,pass,,,,percent,percentage,performance,+88%,88.0,Rotational Carousel: Launch Lift +88%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,46,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.785,0.8858,pass,,,,percent,percentage,performance,+39%,39.0,Rotational Carousel: Launch Lift +39%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,46,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.785,0.8858,pass,,,,percent,percentage,performance,+36%,36.0,Rotational Carousel: Launch Lift +36%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,46,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.785,0.8858,pass,,,,percent,percentage,performance,+86%,86.0,Rotational Carousel: Launch Lift +86%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,42,,false,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.85,0.8866,pass,,,,count,count,engagement,397K,397000.0,1/3 Engaged Users 397K Installs 19K
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,38,,false,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.85,0.8866,pass,,,,count,count,other,6.4K,6400.0,Unique Reach / Frequency Acquired Users 6.4K Engaged Users 144.5K
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,38,,false,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.85,0.8866,pass,,,,count,count,engagement,144.5K,144500.0,Unique Reach / Frequency Engaged Users 144.5K Acquired Users 6.4K
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,69,,false,Launch Rate,Launch Rate,Launch Rate,false,original,0,,launch rate,Launch Rate,12,launch_rate,catalog_exact,catalog_mapped,42,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,13%,13.0,"Launch Rate More Efficient CPE vs. 13% Power of the Content Store Roadblock Q4 - FR, DE, IT, UK"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,28,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+197%,197.0,"Launch Lift 12HR Bundle 3/31 Roadblock Analysis +197% While launch rates were the strongest among Active Disney+ users following Roadblock exposure, the Disney+ Not Installed audience saw the strongest lifts at +463%"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,28,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+121%,121.0,"Launch Lift 12HR Bundle 3/31 Roadblock Analysis +121% While launch rates were the strongest among Active Disney+ users following Roadblock exposure, the Disney+ Not Installed audience saw the strongest lifts at +463%"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,28,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+463%,463.0,"Launch Lift +463% While launch rates were the strongest among Active Disney+ users following Roadblock exposure, the Disney+ Not Installed audience saw the strongest lifts at +463%"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,28,,false,Launch Lift,Launch Lift,Launch Lift,false,original,0,,launch lift,Launch Lift,14,launch_lift,catalog_exact,catalog_mapped,8,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+238%,238.0,Launch Lift +238%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,42,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+188%,188.0,Install Lift Content Store Roadblock - Install & Launch Lift +188%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,42,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+79%,79.0,Install Lift Content Store Roadblock - Install & Launch Lift +79%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,43,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+143%,143.0,Roadblock Install Lift: Standalone +143%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,43,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+153%,153.0,Roadblock Install Lift: Standalone +153%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,43,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+179%,179.0,Roadblock Install Lift: Standalone +179%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,43,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+166%,166.0,Roadblock Install Lift: Standalone +166%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+148%,148.0,"Roadblock Install Lift: Bundle +148% The Kardashians + Dr. Who creative, along with the multi-card roadblock promoting Disney+ original series and Hulu returning series effectively drove highest incremental installs. On the other hand, road"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+167%,167.0,"Roadblock Install Lift: Bundle +167% The Kardashians + Dr. Who creative, along with the multi-card roadblock promoting Disney+ original series and Hulu returning series effectively drove highest incremental installs. On the other hand, road"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+153%,153.0,"Roadblock Install Lift: Bundle +153% The Kardashians + Dr. Who creative, along with the multi-card roadblock promoting Disney+ original series and Hulu returning series effectively drove highest incremental installs. On the other hand, road"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+179%,179.0,Roadblock Install Lift: Bundle +179%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+143%,143.0,Roadblock Install Lift: Bundle +143%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+94%,94.0,Roadblock Install Lift: Bundle +94%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+102%,102.0,Roadblock Install Lift: Bundle +102%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+166%,166.0,Roadblock Install Lift: Bundle +166%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+148%,148.0,Roadblock Install Lift: Bundle +148%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+167%,167.0,Roadblock Install Lift: Bundle +167%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+94%,94.0,Roadblock Install Lift: Bundle +94%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,44,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+102%,102.0,Roadblock Install Lift: Bundle +102%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,45,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+280%,280.0,"Rotational Carousel: Install Lift +280% Though both bundle and standalone Not Installed ROS placements drove impressive triple digit lifts, standalone did see higher exposed rates and lifts, making this key for incremental installs"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,45,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+314%,314.0,"Rotational Carousel: Install Lift +314% Though both bundle and standalone Not Installed ROS placements drove impressive triple digit lifts, standalone did see higher exposed rates and lifts, making this key for incremental installs"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+148%,148.0,"Roadblock Install Lift: Creative Type +148% Even with static creatives, Halloween roadblocks (9/16 + 9/21) yielded top incremental install growth, whereas video-enabled saw strongest install rates"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+166%,166.0,"Roadblock Install Lift: Creative Type +166% Even with static creatives, Halloween roadblocks (9/16 + 9/21) yielded top incremental install growth, whereas video-enabled saw strongest install rates"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+179%,179.0,"Roadblock Install Lift: Creative Type +179% Even with static creatives, Halloween roadblocks (9/16 + 9/21) yielded top incremental install growth, whereas video-enabled saw strongest install rates"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+167%,167.0,Roadblock Install Lift: Creative Type +167%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+94%,94.0,Roadblock Install Lift: Creative Type +94%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,69,,false,Install Lift,Install Lift,Install Lift,false,original,0,,install lift,Install Lift,13,install_lift,catalog_exact,catalog_mapped,28,0.78,,,false,0.9477,0.795,0.8896,pass,,,,percent,percentage,performance,+102%,102.0,Roadblock Install Lift: Creative Type +102%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,54,,false,Engagement,Engagement,Engagement,false,original,0,,engagement,Engagements,,engagements,catalog_alias,catalog_mapped,2,0.78,,,false,0.909,0.86,0.8904,pass,,,,count,count,engagement,24,24.0,"Engagement: H2’24 Roadblock Creative Analysis Engagement: H2’24 Roadblock Creative Analysis We see a similar story for engagement to acquisition, with single generating the lowest CPE and bundle duo driving the strongest launch rate, with t"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,52,eafed698-9129-5646-95a7-eca0cc7dce9e,true,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,engagement,"324,843",324843.0,"6 Hr Outperforms 12 [TABLE] RB Duration | 6HRs Avg | 12HRs Cost | $189K | $415K Installs | 21K | 27K Reach | 4.3M | 5.6M Frequency | 3.6X | 5.9X CTR | 0.16% | 0.14% Acquisitions | 3,275 | 4,049 Engaged Users | 324,843 | 508,783"
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,52,eafed698-9129-5646-95a7-eca0cc7dce9e,true,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,engagement,"508,783",508783.0,"6 Hr Outperforms 12 [TABLE] RB Duration | 6HRs Avg | 12HRs Cost | $189K | $415K Installs | 21K | 27K Reach | 4.3M | 5.6M Frequency | 3.6X | 5.9X CTR | 0.16% | 0.14% Acquisitions | 3,275 | 4,049 Engaged Users | 324,843 | 508,783"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,32,4635cd8a-bd4d-5d76-96ec-57f1d7061cf4,true,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,other,17.9K,17900.0,Acquisition Success Across Ad Products [TABLE] | Native Roadblocks (Untargeted) | Content Store RB | ROS - Non Installers (Including AV) | Total Investment | $1.59M | $162.9K | $80K | $1.82M Unique Reach | 10.5M | 1.8M | 1.5M | 11.4M Clicks
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,32,4635cd8a-bd4d-5d76-96ec-57f1d7061cf4,true,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,other,6.4K,6400.0,Acquisition Success Across Ad Products [TABLE] | Native Roadblocks (Untargeted) | Content Store RB | ROS - Non Installers (Including AV) | Total Investment | $1.59M | $162.9K | $80K | $1.82M Unique Reach | 10.5M | 1.8M | 1.5M | 11.4M Clicks
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,32,4635cd8a-bd4d-5d76-96ec-57f1d7061cf4,true,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,other,16K,16000.0,Acquisition Success Across Ad Products [TABLE] | Native Roadblocks (Untargeted) | Content Store RB | ROS - Non Installers (Including AV) | Total Investment | $1.59M | $162.9K | $80K | $1.82M Unique Reach | 10.5M | 1.8M | 1.5M | 11.4M Clicks
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,32,4635cd8a-bd4d-5d76-96ec-57f1d7061cf4,true,Acquired Users,Acquired Users,Acquired Users,false,original,0,,acquired users,Acquisitions,,acquisitions,catalog_alias,catalog_mapped,10,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,other,40.2K,40200.0,Acquisition Success Across Ad Products [TABLE] | Native Roadblocks (Untargeted) | Content Store RB | ROS - Non Installers (Including AV) | Total Investment | $1.59M | $162.9K | $80K | $1.82M Unique Reach | 10.5M | 1.8M | 1.5M | 11.4M Clicks
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,53,bd3e9728-ebde-526c-8ec2-93f72bd8c564,true,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,engagement,2.3M,2300000.0,Engagement by Placement Type [TABLE] | Native Roadblocks | Content Store RB | ROS - Lapsed (Including AV) Investment | $1.59M | $162.9K | $220K Clicks | 159.6K | 22.1K | 20.2K Launches | 29.3M | 2.3M | 659.9K Engaged Users* | 2.3M | 144.5M 
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,53,bd3e9728-ebde-526c-8ec2-93f72bd8c564,true,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,engagement,144.5M,144500000.0,Engagement by Placement Type [TABLE] | Native Roadblocks | Content Store RB | ROS - Lapsed (Including AV) Investment | $1.59M | $162.9K | $220K Clicks | 159.6K | 22.1K | 20.2K Launches | 29.3M | 2.3M | 659.9K Engaged Users* | 2.3M | 144.5M 
